Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;40.0;;;1;0;2;1125;0;0;0;34;11;89.0;9.0;7.0;9.0;9.0;10.0;8.0;flexible;0.57
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;110.0;150.0;30.0;2;50;2;30;26;56;82;357;19;89.0;9.0;8.0;10.0;10.0;10.0;8.0;strict;0.63
Hispanoamérica;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;3.0;120.0;200.0;50.0;2;20;7;1125;3;3;30;305;1;80.0;8.0;10.0;10.0;10.0;10.0;8.0;strict;0.75
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;72.0;120.0;30.0;1;0;4;60;4;5;12;98;130;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.5
Argüelles;Moncloa - Aravaca;Guesthouse;Private room;2;1.0;1.0;1.0;70.0;100.0;;1;0;3;1125;4;34;64;339;12;93.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.85
Embajadores;Centro;Apartment;Private room;2;1.5;1.0;1.0;30.0;;20.0;1;15;1;7;5;35;65;340;7;90.0;10.0;9.0;10.0;10.0;9.0;9.0;flexible;1.25
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;85.0;150.0;15.0;1;0;2;1125;4;34;64;339;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0
Goya;Salamanca;Apartment;Entire home/apt;5;2.0;2.0;3.0;65.0;200.0;36.0;4;15;2;1125;5;16;38;128;22;95.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;3.51
Calvià;;Loft;Entire home/apt;3;1.0;0.0;1.0;55.0;180.0;36.0;1;0;4;1125;22;52;70;345;14;79.0;8.0;8.0;9.0;9.0;8.0;8.0;strict;0.47
el Poble Sec;Sants-Montjuïc;Apartment;Private room;2;1.0;1.0;1.0;28.0;;5.0;1;5;3;1125;0;0;0;0;4;87.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;0.45
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;29.0;;;1;0;10;16;0;0;0;246;0;;;;;;;;flexible;
Casco Histórico de Vicálvaro;Vicálvaro;Apartment;Private room;1;2.0;2.0;2.0;23.0;;10.0;1;0;1;7;8;28;58;145;1;80.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;0.68
Numancia;Puente de Vallecas;Apartment;Entire home/apt;3;1.0;2.0;2.0;60.0;;;1;0;2;1125;0;0;0;0;0;;;;;;;;flexible;
Estrella;Retiro;Apartment;Private room;2;1.0;1.0;3.0;20.0;;;1;0;1;1125;16;46;76;166;30;81.0;9.0;7.0;9.0;10.0;9.0;8.0;flexible;2.68
Castillejos;Tetuán;House;Private room;1;1.0;1.0;1.0;30.0;;;1;0;1;16;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.86
Valdeacederas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;52.0;;;1;32;1;1125;27;57;87;362;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;130.0;;;1;0;1;365;16;38;61;336;3;70.0;7.0;7.0;9.0;8.0;5.0;6.0;strict;0.09
Palacio;Centro;Apartment;Entire home/apt;5;2.0;2.0;4.0;135.0;;;1;0;5;1125;3;3;10;224;4;80.0;8.0;10.0;10.0;9.0;10.0;8.0;strict;0.27
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;200.0;25.0;2;8;1;1125;9;36;56;331;77;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.51
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;100.0;24.0;1;0;2;8;7;25;55;146;20;92.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;2.83
Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;5;1.0;2.0;2.0;65.0;100.0;25.0;4;10;3;1125;10;10;28;28;0;;;;;;;;flexible;
Justicia;Centro;Apartment;Private room;8;2.5;4.0;5.0;37.0;100.0;10.0;1;25;2;1125;16;33;50;147;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.55
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;80.0;150.0;25.0;1;0;1;10;0;0;0;0;1;80.0;8.0;10.0;10.0;10.0;10.0;8.0;moderate;0.19
Justicia;Centro;Loft;Entire home/apt;3;1.0;0.0;2.0;50.0;;15.0;1;0;1;1125;7;26;43;306;96;79.0;9.0;8.0;9.0;9.0;10.0;8.0;flexible;4.98
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;1.0;14.0;;7.0;1;10;1;1125;8;8;11;286;2;90.0;10.0;8.0;10.0;9.0;10.0;10.0;moderate;0.22
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;100.0;150.0;50.0;2;0;6;1125;6;6;33;308;17;91.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;0.66
la Dreta de l'Eixample;Eixample;Apartment;Entire home/apt;4;1.0;2.0;3.0;106.0;;;1;0;2;1125;0;0;2;2;0;;;;;;;;strict;
Ibiza;Retiro;Apartment;Entire home/apt;6;3.0;4.0;5.0;110.0;100.0;20.0;4;20;2;1125;11;36;61;336;31;89.0;9.0;9.0;10.0;9.0;9.0;9.0;strict;1.48
Vaugirard;;Apartment;Private room;2;1.0;1.0;1.0;84.0;900.0;;1;9;2;25;19;49;79;79;28;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.52
Ciudad Universitaria;Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;1.0;2.0;80.0;100.0;30.0;1;0;2;1125;15;45;75;343;22;87.0;9.0;9.0;8.0;9.0;8.0;9.0;moderate;1.76
Universidad;Centro;Apartment;Entire home/apt;8;2.0;2.0;4.0;90.0;;25.0;4;10;2;1125;0;2;14;227;26;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.31
Pacífico;Retiro;Apartment;Entire home/apt;9;2.0;3.0;7.0;120.0;150.0;;6;20;2;1125;9;21;31;293;80;81.0;9.0;8.0;9.0;9.0;9.0;8.0;strict;3.81
Universidad;Centro;Apartment;Entire home/apt;8;2.0;2.0;2.0;89.0;120.0;49.0;2;25;1;1125;0;0;0;0;51;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.75
Sa Pobla;;House;Entire home/apt;7;4.0;3.0;5.0;170.0;;;1;0;5;1125;30;53;66;224;0;;;;;;;;strict;
Trafalgar;Chamberí;Apartment;Entire home/apt;4;2.0;2.0;2.0;170.0;;25.0;1;0;1;1125;16;46;76;166;0;;;;;;;;moderate;
Aluche;Latina;Bungalow;Private room;1;1.0;1.0;2.0;17.0;;;1;17;1;1125;29;59;89;364;8;95.0;9.0;10.0;9.0;10.0;8.0;9.0;flexible;0.68
Niño Jesús;Retiro;House;Private room;2;1.0;1.0;1.0;28.0;;20.0;1;20;1;1125;0;0;6;281;7;91.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.11
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;;;1;0;3;10;19;49;79;154;7;83.0;9.0;7.0;9.0;9.0;9.0;8.0;moderate;0.37
Sol;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;50.0;;10.0;2;10;3;120;2;6;13;288;89;83.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;2.91
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;74.0;150.0;55.0;2;15;3;1125;9;22;48;323;27;87.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;0.98
Rejas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;23.0;;;1;5;1;1125;11;30;59;325;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;;25.0;1;0;4;1125;2;6;12;265;83;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.34
Lucero;Latina;Apartment;Private room;1;1.0;1.0;1.0;18.0;;20.0;1;10;3;1125;0;0;14;289;9;93.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.49
Sutton;;Apartment;Entire home/apt;2;1.0;1.0;1.0;120.0;;;1;0;3;1125;25;25;25;25;1;100.0;10.0;10.0;8.0;10.0;10.0;10.0;flexible;0.26
Ventas;Ciudad Lineal;House;Entire home/apt;5;1.0;3.0;4.0;49.0;;;1;0;2;1125;0;0;9;9;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0
Castilla;Chamartín;Apartment;Entire home/apt;6;1.0;2.0;2.0;68.0;100.0;30.0;2;10;2;1125;15;45;75;76;14;87.0;9.0;9.0;10.0;10.0;9.0;8.0;moderate;0.83
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;2.0;3.0;120.0;;;1;0;3;60;7;19;24;246;16;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.09
Ventas;Ciudad Lineal;Apartment;Entire home/apt;2;1.0;1.0;1.0;49.0;100.0;;2;0;4;1125;0;5;5;251;62;94.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;1.45
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;;20.0;1;0;1;1125;9;28;56;211;18;86.0;8.0;8.0;10.0;10.0;10.0;8.0;strict;1.24
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;100.0;30.0;2;0;2;1125;5;11;11;75;81;91.0;10.0;9.0;10.0;9.0;10.0;9.0;strict;4.66
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;100.0;;2;5;1;1125;5;18;24;294;20;89.0;9.0;10.0;9.0;10.0;9.0;9.0;moderate;5.56
Concepción;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;3.0;50.0;150.0;30.0;4;10;2;30;1;12;20;76;19;98.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;3.54
Embajadores;Centro;Other;Entire home/apt;6;1.5;3.0;9.0;160.0;;;1;25;3;1125;12;34;55;325;1;80.0;8.0;10.0;10.0;10.0;8.0;10.0;flexible;0.3
Palacio;Centro;House;Private room;2;1.0;1.0;1.0;38.0;150.0;40.0;1;0;3;7;0;0;3;93;9;95.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;0.16
Pueblo Nuevo;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;2.0;50.0;;;1;0;1;1125;10;19;34;36;17;96.0;10.0;10.0;10.0;9.0;9.0;9.0;flexible;3.31
Argüelles;Moncloa - Aravaca;Apartment;Shared room;10;1.0;1.0;10.0;11.0;;;1;15;1;1125;30;60;90;365;0;;;;;;;;strict;
Castillejos;Tetuán;Apartment;Entire home/apt;3;1.0;0.0;1.0;40.0;100.0;20.0;2;20;2;1125;8;35;58;145;50;97.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;3.23
San Diego;Puente de Vallecas;Loft;Entire home/apt;2;1.0;1.0;1.0;40.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;4;2.0;2.0;3.0;170.0;;77.0;2;17;3;1125;4;10;19;136;10;96.0;10.0;10.0;8.0;9.0;10.0;9.0;strict;0.58
Pueblo Nuevo;Ciudad Lineal;House;Private room;1;;1.0;;77.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Alameda de Osuna;Barajas;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;1;3;14;44;74;74;16;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.53
Santa María del Camí;;House;Entire home/apt;8;3.0;4.0;8.0;145.0;300.0;;1;0;5;1125;23;39;45;217;6;93.0;8.0;10.0;10.0;10.0;8.0;10.0;strict;0.17
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;69.0;90.0;20.0;2;15;1;1125;5;9;26;290;33;95.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;3.34
Ridgewood;Queens;Apartment;Entire home/apt;2;1.0;1.0;1.0;120.0;300.0;50.0;2;25;4;22;9;34;64;339;35;93.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;1.62
Opañel;Carabanchel;House;Entire home/apt;4;1.0;1.0;2.0;42.0;;14.0;4;5;2;20;0;12;42;132;2;30.0;4.0;3.0;7.0;7.0;6.0;4.0;flexible;0.62
Sol;Centro;Apartment;Entire home/apt;8;1.0;2.0;4.0;130.0;250.0;25.0;6;15;2;1125;23;47;77;253;51;92.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.23
Pollença;;Apartment;Entire home/apt;3;1.5;2.0;2.0;92.0;200.0;;1;0;5;1125;20;42;61;261;17;93.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;0.54
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;100.0;200.0;;1;0;2;1125;15;36;58;329;0;;;;;;;;flexible;
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;45.0;;15.0;1;0;2;1125;7;37;67;342;12;92.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;0.83
Legazpi;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;2.0;65.0;200.0;18.0;4;25;2;1125;8;18;28;29;42;96.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;4.5
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;35.0;150.0;10.0;1;20;1;1125;3;15;32;301;69;92.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;2.32
Palacio;Centro;House;Private room;2;1.0;1.0;1.0;39.0;;15.0;1;0;2;15;6;21;47;137;159;95.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;5.09
Prosperidad;Chamartín;Apartment;Entire home/apt;2;1.0;2.0;1.0;70.0;200.0;30.0;1;0;2;1125;23;53;83;83;0;;;;;;;;flexible;
Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;5.0;139.0;100.0;40.0;1;0;4;1125;7;7;14;261;6;97.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;0.39
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;150.0;150.0;40.0;3;10;2;1125;3;11;32;115;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.0
Universidad;Centro;Condominium;Entire home/apt;2;1.0;1.0;1.0;41.0;;25.0;1;0;1;20;8;19;38;313;40;82.0;8.0;9.0;9.0;9.0;9.0;8.0;strict;4.04
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;18.0;;;1;15;6;108;0;13;43;160;1;;;;;;;;moderate;0.4
Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;28.0;;15.0;1;5;10;1125;0;6;36;122;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;74.0;300.0;30.0;2;30;3;1125;3;8;19;281;109;97.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;4.33
Rejas;San Blas - Canillejas;Apartment;Entire home/apt;3;2.0;2.0;2.0;90.0;;;1;0;1;365;28;58;86;360;31;83.0;9.0;9.0;9.0;8.0;8.0;8.0;flexible;0.75
East Village;Manhattan;Apartment;Private room;1;1.0;1.0;1.0;58.0;200.0;60.0;1;0;21;1125;1;31;61;61;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.55
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;10.0;1;15;2;30;7;28;58;58;25;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.62
Embajadores;Centro;Apartment;Private room;2;1.5;2.0;1.0;40.0;;;1;0;2;1125;26;56;86;361;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.55
De Baarsjes - Oud-West;;Apartment;Entire home/apt;2;1.0;1.0;1.0;120.0;150.0;30.0;2;15;3;1125;0;0;0;90;17;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.54
Embajadores;Centro;Apartment;Entire home/apt;8;1.0;3.0;7.0;130.0;200.0;70.0;4;10;2;1125;0;0;27;298;3;80.0;7.0;8.0;9.0;9.0;10.0;8.0;strict;0.3
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;80.0;200.0;30.0;4;10;1;1125;3;15;25;281;140;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.46
Almendrales;Usera;Bed & Breakfast;Private room;1;1.0;1.0;1.0;17.0;90.0;9.0;1;0;3;1125;17;47;77;77;52;95.0;10.0;9.0;9.0;10.0;9.0;10.0;moderate;3.16
Simancas;San Blas - Canillejas;Loft;Entire home/apt;5;1.5;1.0;4.0;55.0;100.0;35.0;3;5;3;1125;15;42;60;148;31;89.0;9.0;9.0;9.0;9.0;8.0;9.0;moderate;1.91
Lista;Salamanca;Other;Private room;1;1.0;1.0;1.0;35.0;;;1;0;1;1125;12;31;53;220;0;;;;;;;;moderate;
Simancas;San Blas - Canillejas;Apartment;Private room;1;1.0;1.0;1.0;13.0;;;1;8;1;1125;21;51;81;356;0;;;;;;;;flexible;
Cortes;Centro;Loft;Entire home/apt;4;2.0;1.0;2.0;105.0;300.0;35.0;1;0;2;1125;9;33;63;338;19;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.02
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;120.0;200.0;;1;0;3;365;11;30;51;326;38;85.0;9.0;8.0;9.0;9.0;10.0;9.0;moderate;0.9
Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;1.0;70.0;150.0;20.0;2;20;2;1125;10;35;65;340;11;96.0;10.0;10.0;9.0;10.0;10.0;10.0;strict;0.84
Almenara;Tetuán;Apartment;Entire home/apt;4;1.0;0.0;1.0;50.0;150.0;;2;0;2;1125;11;32;60;331;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;0.04
Hollywood Hills;;House;Private room;2;1.0;1.0;2.0;110.0;;;1;20;2;1125;24;54;80;80;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.52
Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;30.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;80.0;100.0;30.0;4;30;2;1125;9;25;37;156;9;91.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.13
Gaztambide;Chamberí;Apartment;Private room;4;1.0;1.0;2.0;40.0;99.0;25.0;1;20;1;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;0.09
Pacífico;Retiro;Condominium;Private room;4;1.0;2.0;4.0;29.0;;;1;10;15;1125;0;6;36;272;3;90.0;9.0;9.0;10.0;10.0;9.0;8.0;flexible;0.1
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;7;20;50;80;355;23;97.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;5.35
Nueva España;Chamartín;Apartment;Entire home/apt;4;1.0;2.0;2.0;95.0;300.0;50.0;2;20;5;1125;0;7;37;312;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.29
Rios Rosas;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;1.0;75.0;;30.0;2;10;3;1125;0;0;0;88;0;;;;;;;;moderate;
Goya;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;2.0;130.0;200.0;70.0;1;0;2;1125;0;0;0;123;3;90.0;10.0;8.0;8.0;9.0;10.0;10.0;strict;0.2
Palma de Mallorca;;Apartment;Entire home/apt;4;1.5;2.0;2.0;65.0;100.0;95.0;2;0;7;1125;5;22;44;44;3;73.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;0.26
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;45.0;;15.0;1;0;3;1125;13;36;62;337;1;100.0;10.0;8.0;10.0;10.0;8.0;8.0;moderate;0.19
Tower Hamlets;;House;Private room;2;1.0;1.0;1.0;79.0;;15.0;2;49;1;180;30;60;90;365;0;;;;;;;;strict;
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;100.0;;25.0;2;20;3;1125;12;17;27;255;15;97.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.17
Justicia;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;98.0;100.0;50.0;2;10;3;365;9;24;40;291;49;85.0;9.0;8.0;9.0;9.0;10.0;8.0;strict;1.01
San Isidro;Carabanchel;Apartment;Private room;7;1.0;1.0;2.0;75.0;200.0;;2;15;2;1125;29;59;89;364;0;;;;;;;;strict;
Acacias;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;35.0;;20.0;1;0;2;1125;28;58;88;363;11;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.46
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;2.0;39.0;;15.0;1;0;1;1125;6;25;45;311;14;89.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;1.44
Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;2.0;40.0;;10.0;2;15;1;1125;0;0;0;0;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;65.0;;30.0;4;0;1;1125;5;20;36;299;63;82.0;8.0;9.0;9.0;9.0;9.0;9.0;strict;3.2
la Marina de Port;Sants-Montjuïc;Apartment;Entire home/apt;8;2.0;3.0;7.0;80.0;200.0;50.0;3;5;1;1125;3;12;29;111;34;83.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;4.43
Guindalera;Salamanca;Apartment;Private room;1;1.5;1.0;1.0;20.0;90.0;20.0;1;0;5;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.09
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;69.0;;20.0;2;10;1;20;0;8;25;103;1;80.0;8.0;8.0;10.0;10.0;10.0;8.0;moderate;0.81
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;5;1;1125;0;22;52;327;8;98.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.54
Embajadores;Centro;House;Private room;3;1.0;1.0;1.0;48.0;;6.0;2;20;1;3;5;15;26;105;23;91.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;3.65
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;80.0;;;1;0;12;25;0;1;2;72;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.05
San Isidro;Carabanchel;House;Entire home/apt;2;1.0;1.0;1.0;50.0;;;1;0;5;1125;0;0;0;0;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;30.0;;15.0;1;0;3;1125;1;25;25;25;22;90.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;2.5
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;;15.0;2;0;3;30;2;11;11;249;140;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.27
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;57.0;300.0;10.0;4;10;3;1125;3;7;16;87;17;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.68
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;36.0;;20.0;1;5;3;20;6;30;60;335;45;92.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;2.42
Rios Rosas;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;63.0;250.0;25.0;2;0;28;367;0;0;7;282;6;76.0;8.0;9.0;9.0;8.0;9.0;8.0;flexible;0.75
Lambeth;;Apartment;Private room;2;1.0;1.0;1.0;37.0;;;1;10;1;1125;19;36;64;329;104;90.0;9.0;9.0;10.0;9.0;9.0;9.0;flexible;7.67
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;200.0;20.0;1;0;1;1125;14;44;73;251;22;93.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;1.71
Tower Hamlets;;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;;25.0;2;25;2;1125;0;14;14;14;4;100.0;10.0;10.0;9.0;9.0;9.0;9.0;strict;0.49
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;67.0;200.0;40.0;2;10;1;1125;8;18;29;289;137;92.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;2.68
Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;55.0;;;3;10;1;1125;5;21;45;320;68;86.0;9.0;8.0;9.0;9.0;10.0;9.0;moderate;2.31
Casco Histórico de Vicálvaro;Vicálvaro;Apartment;Private room;2;1.0;1.0;2.0;25.0;100.0;5.0;1;0;1;1125;26;56;86;361;0;;;;;;;;flexible;
Buenavista;Carabanchel;House;Private room;1;1.0;1.0;1.0;12.0;;;1;0;1;40;20;50;80;355;2;80.0;9.0;10.0;10.0;8.0;10.0;10.0;flexible;2.0
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;26.0;;;1;0;1;10;1;14;28;28;48;93.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.67
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;;;1;0;3;1125;0;0;0;0;7;97.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;0.41
Embajadores;Centro;Apartment;Private room;4;1.0;1.0;2.0;30.0;;;1;0;2;30;9;25;35;107;3;100.0;9.0;7.0;10.0;10.0;9.0;9.0;moderate;2.09
Sol;Centro;House;Entire home/apt;5;1.5;3.0;3.0;104.0;;40.0;2;20;2;1125;6;18;33;102;21;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.2
Palma de Mallorca;;Loft;Entire home/apt;2;1.0;0.0;1.0;60.0;;20.0;1;0;2;1125;12;31;59;329;25;92.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.26
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;33.0;;5.0;1;0;2;7;0;0;0;0;0;;;;;;;;flexible;
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;65.0;;25.0;2;15;2;1125;0;0;0;0;0;;;;;;;;moderate;
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;1.0;1.0;150.0;300.0;;2;0;5;1125;13;35;55;165;21;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.82
Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;200.0;30.0;1;0;1;1125;0;0;1;210;11;95.0;9.0;9.0;10.0;9.0;9.0;9.0;strict;0.57
Rios Rosas;Chamberí;Apartment;Private room;4;1.0;1.0;2.0;70.0;100.0;;1;0;1;1125;0;6;36;311;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;59.0;150.0;;1;0;3;365;2;6;12;161;33;96.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.55
